p_personkey,p_firstname,p_lastname,p_phonenum,p_email,p_address,p_gender,p_dob
605,Heather,Evans,815.783.8784,evans.heather@cub.edu,"8524 Perez Lights, Tylerport, SC 12726",Other,2006-06-20
606,Tony,Carlson,(206)272-9189,carlson.tony@cub.edu,"2195 Erin Brook Apt. 855, South Amanda, OK 29354",Other,2007-02-02
607,Ronald,Hopkins,+1-671-349-9126,hopkins.ronald@cub.edu,"1556 Cox Brooks Suite 703, Lake Jenniferview, NV 79770",Female,2008-10-06
608,Kristine,Brooks,253-224-3776,brooks.kristine@cub.edu,"64685 Stacy Stravenue Apt. 341, Catherinehaven, GA 61189",Other,2006-01-08
609,Tina,Huang,+1-709-991-3025,huang.tina@cub.edu,"4377 Joseph Key, New Erin, CO 98042",Female,2006-12-21
610,Jennifer,Roth,(527)607-2338,roth.jennifer@cub.edu,"586 Melissa Cove Suite 582, New Frank, MP 69310",Male,2008-08-05
611,Christina,Johnson,(522)752-0346,johnson.christina@cub.edu,"45938 Paul Falls, Port Joe, MT 24978",Other,2006-02-09
612,Karen,Keller,5602328071,keller.karen@cub.edu,"PSC 5161, Box 5091, APO AA 41125",Other,2010-10-12
613,William,Jackson,651.721.7190,jackson.william@cub.edu,"8553 Michael Stravenue, Ryanton, MP 84359",Other,2006-06-23
614,Gregory,Mckinney,772.286.5216,mckinney.gregory@cub.edu,"136 Deborah Crossing, New Stacy, SC 18753",Other,2008-12-02
615,Christopher,Salazar,+1-239-882-6283,salazar.christopher@cub.edu,"PSC 6890, Box 7564, APO AA 55682",Other,2006-02-20
616,Terrence,Mitchell,713.408.2727,mitchell.terrence@cub.edu,"69475 Stephen Parkway Suite 892, New Christopher, NE 23043",Female,2006-06-09
617,Craig,Schmitt,(922)828-8126,schmitt.craig@cub.edu,"31505 Madeline Harbor Apt. 125, Alexisburgh, ND 61925",Male,2010-09-04
618,Victoria,Nelson,457-346-7714,nelson.victoria@cub.edu,"779 Jones Junction Apt. 735, Bettyberg, HI 65625",Other,2007-09-07
619,James,Martin,(276)798-7265,martin.james@cub.edu,"2112 Robin Pike, West Nancy, NJ 42667",Other,2007-06-08
620,Thomas,Ayers,001-379-543-9571,ayers.thomas@cub.edu,"45234 Robin Neck Suite 830, Andrewberg, ND 44740",Other,2008-03-29
621,Julia,King,(455)437-5960,king.julia@cub.edu,"18136 Franklin Highway Suite 699, East Johnstad, PW 68344",Male,2010-06-03
622,Kyle,Leblanc,827.473.0829,leblanc.kyle@cub.edu,"995 Willis Meadow, Lake Theresaborough, GA 59705",Other,2009-04-20
623,Jose,Williams,(679)854-9443,williams.jose@cub.edu,"3946 Massey Plain Apt. 450, Jacobside, CT 18428",Other,2008-08-20
624,Daniel,Gomez,(444)307-7176,gomez.daniel@cub.edu,"3937 Sierra Track Suite 074, Autumnhaven, CT 64150",Female,2010-04-28
625,Brandon,Hill,(969)282-9905,hill.brandon@cub.edu,"796 Jennifer Shores Suite 305, Port Peter, NY 34189",Female,2006-06-22
626,Kathleen,Austin,989-960-6080,austin.kathleen@cub.edu,"0684 Garcia Pine Apt. 322, Bowenburgh, NH 79744",Female,2010-06-16
627,Lori,Warren,(220)708-7648,warren.lori@cub.edu,"931 Sandra Street, Jenkinsborough, NM 78799",Other,2006-08-07
628,Taylor,Coleman,001-400-306-9265,coleman.taylor@cub.edu,"61411 Silva Rapid Apt. 046, East Gavin, GA 21315",Other,2010-08-25
629,Michaela,Munoz,(720)646-0407,munoz.michaela@cub.edu,"PSC 8762, Box 6798, APO AA 25993",Male,2006-12-08
630,Justin,Robinson,+1-452-733-2843,robinson.justin@cub.edu,"780 Philip Terrace Suite 048, Billport, SC 06219",Female,2006-12-31
631,Victoria,Blake,582-505-2959,blake.victoria@cub.edu,"44374 Wright Via, New Megan, GU 00560",Female,2008-02-08
632,Angela,Wilson,411.369.4483,wilson.angela@cub.edu,"5847 Kevin Prairie Apt. 311, Solomonside, VI 95209",Male,2006-07-26
633,Gregory,Bishop,(736)900-1670,bishop.gregory@cub.edu,"PSC 9488, Box 6997, APO AA 04624",Male,2006-07-25
634,Alex,Ferguson,275-335-8424,ferguson.alex@cub.edu,"285 Sharon Gardens, Angelton, NM 27598",Male,2009-04-13
635,Dana,Ramsey,495.528.7628,ramsey.dana@cub.edu,"26348 Amy Mountains Apt. 446, North Charles, IA 51051",Male,2008-03-02
636,Andrea,Harris,(972)794-2981,harris.andrea@cub.edu,"86889 Bailey Squares Suite 126, East Johnland, DE 34603",Female,2007-11-07
637,Michael,Knight,001-391-506-8245,knight.michael@cub.edu,"781 Gilmore Fords Apt. 357, Antoniohaven, IN 48503",Female,2007-08-30
638,Pamela,Glenn,001-982-651-5164,glenn.pamela@cub.edu,"0217 Spencer Lock, West Territown, LA 62420",Female,2008-03-30
639,Sandra,Adams,001-960-602-1709,adams.sandra@cub.edu,"5193 Sullivan Landing Suite 241, East Douglasville, GU 09821",Female,2006-04-13
640,Charles,Anderson,437.544.6298,anderson.charles@cub.edu,"53217 Anderson Crescent Suite 488, East Courtneyland, OK 27927",Other,2008-06-10
641,Deborah,Harris,618-843-2082,harris.deborah@cub.edu,"975 Baldwin Highway Apt. 512, Cunninghammouth, AR 27271",Female,2006-06-09
642,Joel,Rasmussen,812-641-6578,rasmussen.joel@cub.edu,"8536 Stephenson Trace Apt. 524, Port Michaelport, CA 00905",Female,2010-07-21
643,Patrick,Perez,(854)408-3241,perez.patrick@cub.edu,"507 Richards Summit Apt. 944, North Alisonton, VA 92556",Other,2009-03-28
644,Jonathan,Ramirez,+1-577-592-2087,ramirez.jonathan@cub.edu,"2193 Mcclain Meadows Apt. 276, South Maryshire, GA 50286",Male,2006-03-03
645,Kimberly,Rasmussen,814.329.9229,rasmussen.kimberly@cub.edu,"65854 Michael Lakes, Lake Mikayla, VT 58745",Other,2007-12-02
646,Paula,Chambers,517-403-9188,chambers.paula@cub.edu,"148 Craig Trace, East Andrewshire, MD 07806",Female,2010-04-28
647,Nicole,Smith,8052288023,smith.nicole@cub.edu,"PSC 5280, Box 1017, APO AA 66734",Female,2007-04-29
648,Angela,Ochoa,434-551-0390,ochoa.angela@cub.edu,"1633 Travis Fords, South Lindaview, IL 83999",Other,2006-04-14
649,Maurice,Smith,446-813-7793,smith.maurice@cub.edu,"990 William Haven, Sharpburgh, PR 36202",Male,2006-01-10
650,Joseph,Abbott,733-281-0913,abbott.joseph@cub.edu,"939 Jessica Prairie, Micheleside, MP 63579",Female,2006-08-21
651,Shannon,Morgan,001-871-915-6868,morgan.shannon@cub.edu,"708 Jessica Run Suite 580, Olsonberg, CA 36397",Male,2009-02-02
652,Darlene,Hess,001-309-436-5790,hess.darlene@cub.edu,"PSC 0193, Box 6014, APO AE 50530",Female,2008-07-06
653,Amber,Peterson,(602)472-0264,peterson.amber@cub.edu,"10957 Abigail Point Suite 468, Leontown, AL 24339",Female,2007-06-20
654,Matthew,Potter,333-250-8789,potter.matthew@cub.edu,"Unit 5949 Box 1261, DPO AE 89803",Male,2007-03-13
655,Jose,Shaw,959.362.9729,shaw.jose@cub.edu,"PSC 9606, Box 5923, APO AE 04447",Female,2010-09-11
656,Brandon,Garcia,001-431-579-6190,garcia.brandon@cub.edu,"79500 Banks Drives Apt. 778, Lake Paulberg, MA 83207",Male,2010-04-28
657,Douglas,Perry,9389067503,perry.douglas@cub.edu,"USNS Daniels, FPO AA 18270",Other,2010-03-05
658,Melissa,Church,371.293.9203,church.melissa@cub.edu,"14588 Smith Street Apt. 735, Shermanland, NM 45320",Female,2008-06-15
659,Thomas,Hamilton,893-792-3488,hamilton.thomas@cub.edu,"PSC 5385, Box 6377, APO AE 58954",Male,2006-09-16
660,Susan,Lambert,757-463-1579,lambert.susan@cub.edu,"388 Megan Coves Apt. 358, West Jessicaberg, OH 87604",Female,2010-03-12
661,Stephanie,Ortiz,(569)878-3941,ortiz.stephanie@cub.edu,"9964 Robinson Mission Suite 761, Howelltown, SC 21670",Female,2009-05-02
662,Kimberly,Shaffer,535-909-6107,shaffer.kimberly@cub.edu,"954 Darrell Drives, East Bryan, LA 32815",Other,2009-08-20
663,Michael,Lam,001-568-651-0477,lam.michael@cub.edu,"44104 Hensley Corners Suite 376, Kimberlyhaven, AL 75921",Male,2009-09-26
664,James,Reed,6194915810,reed.james@cub.edu,"18133 Matthew Fields, Lake Davidberg, SD 39261",Male,2009-12-16
665,John,Rodriguez,8964727810,rodriguez.john@cub.edu,"Unit 1528 Box 7951, DPO AE 22823",Female,2007-05-31
666,Jessica,Lozano,514.938.6329,lozano.jessica@cub.edu,"47070 Mary Pike Apt. 776, West Jessicaberg, CA 93704",Other,2005-11-08
667,Aaron,Hernandez,001-409-711-2486,hernandez.aaron@cub.edu,"USS Armstrong, FPO AA 01123",Male,2009-07-28
668,Steven,Perez,303-508-3160,perez.steven@cub.edu,"664 Rodriguez Port, Baileyland, SD 48390",Male,2008-07-01
669,Dylan,Fernandez,860.986.7197,fernandez.dylan@cub.edu,"808 Christopher River, New Bobby, CT 93127",Male,2009-10-15
670,Anthony,Williamson,858.260.9454,williamson.anthony@cub.edu,"5706 Jonathan Crest Suite 983, Brianfurt, WY 19251",Female,2008-10-05
671,Patrick,Young,308-874-5469,young.patrick@cub.edu,"39760 John Forges Suite 581, New Kiara, NM 37660",Female,2010-10-29
672,Monica,Hardy,9029955914,hardy.monica@cub.edu,"Unit 9978 Box 0463, DPO AP 14868",Male,2008-08-18
673,Patrick,Woodard,(541)558-4784,woodard.patrick@cub.edu,"PSC 6121, Box 4830, APO AP 12737",Male,2010-02-19
674,Kenneth,Woods,768-735-1055,woods.kenneth@cub.edu,"Unit 9497 Box 4355, DPO AA 53317",Female,2006-05-26
675,Jacqueline,Sims,2332671935,sims.jacqueline@cub.edu,"197 Nicole Views, West Sandra, NE 11422",Male,2006-03-18
676,Jake,Nicholson,415-375-1421,nicholson.jake@cub.edu,"928 Nguyen Spurs Apt. 721, Isaacland, KY 54755",Female,2005-11-13
677,Robert,Evans,+1-367-602-8226,evans.robert@cub.edu,"PSC 3232, Box 2024, APO AP 25923",Female,2008-10-15
678,Mark,Thomas,304.837.9436,thomas.mark@cub.edu,"662 Sean Forest Suite 196, Arroyofurt, ND 68378",Other,2010-09-02
679,Patrick,Carter,4932507282,carter.patrick@cub.edu,"618 Lori Glens Suite 378, Gwendolynmouth, VI 43771",Male,2010-06-24
680,Beverly,Simon,876.564.5657,simon.beverly@cub.edu,"Unit 3290 Box 7179, DPO AE 09091",Male,2009-04-26
681,Carrie,Kim,323-589-1415,kim.carrie@cub.edu,"7365 Drake Roads, New Thomasfort, GA 50098",Other,2006-03-07
682,Meghan,King,969-375-6237,king.meghan@cub.edu,"80699 Gregory Knoll Apt. 263, Port Davidberg, NJ 61283",Male,2005-12-18
683,Gregory,Chung,(812)767-6226,chung.gregory@cub.edu,"016 Jack Crossing Suite 350, East John, NJ 60415",Male,2005-12-01
684,Shelby,Diaz,+1-837-804-1878,diaz.shelby@cub.edu,"4934 Nicole Gardens, Johnfort, MN 31594",Other,2007-05-12
685,Cole,Reyes,895-932-3626,reyes.cole@cub.edu,"86770 Jones Haven Apt. 164, North Tylertown, KY 75898",Other,2008-03-04
686,Javier,Chavez,833.684.2639,chavez.javier@cub.edu,"294 Pamela Heights Suite 109, Gonzalezfurt, GA 51707",Female,2007-12-20
687,Thomas,Lynch,001-741-951-1863,lynch.thomas@cub.edu,"Unit 6558 Box 6509, DPO AE 77819",Other,2008-08-17
688,Elizabeth,Stuart,001-571-387-6553,stuart.elizabeth@cub.edu,"5421 Garrison Spring Suite 206, Leeview, WI 70017",Other,2007-03-20
689,Jonathan,Middleton,717-527-1143,middleton.jonathan@cub.edu,"06257 Andrew Trail Apt. 908, Danielfurt, ID 92180",Male,2010-11-03
690,Logan,Fernandez,(929)355-5285,fernandez.logan@cub.edu,"10785 Alvarado Viaduct Suite 958, South Melissaside, WA 29321",Other,2010-03-22
691,Mark,Garza,001-424-967-5824,garza.mark@cub.edu,"2177 Mary Ford Suite 262, North Seanmouth, SD 41689",Male,2006-01-16
692,Deborah,Austin,550.842.0769,austin.deborah@cub.edu,"4721 Williams Motorway Suite 385, East Sarah, AR 49216",Male,2008-08-16
693,Lisa,Stark,811-990-9687,stark.lisa@cub.edu,"0232 Ho Oval Apt. 416, Rogersside, ID 55281",Male,2006-03-02
694,Paul,Lopez,(430)628-3839,lopez.paul@cub.edu,"09203 Tyler Mission Suite 505, Tarafurt, VA 50479",Male,2007-04-11
695,Toni,Gonzales,+1-963-200-5068,gonzales.toni@cub.edu,"USNS Young, FPO AE 83228",Male,2010-10-12
696,Amanda,Hoover,+1-485-511-4215,hoover.amanda@cub.edu,"4042 Doyle Prairie, Amyberg, PA 47716",Male,2009-11-21
697,Katelyn,Owens,924.988.9371,owens.katelyn@cub.edu,"619 Linda Crossing Suite 169, Katherinebury, AL 51433",Female,2007-02-09
698,Vicki,Wise,475.617.5290,wise.vicki@cub.edu,"8313 James Island, Robertsshire, AL 24832",Male,2008-10-04
699,Thomas,Ford,535-722-6484,ford.thomas@cub.edu,"91667 Jessica Brooks, Amychester, MO 71868",Other,2010-04-19
700,James,Walls,+1-798-801-2456,walls.james@cub.edu,"04625 Oliver Squares Apt. 089, Port Douglasfurt, HI 71334",Other,2008-02-28
701,Michael,Doyle,001-577-862-1807,doyle.michael@cub.edu,"Unit 6537 Box 3223, DPO AP 67746",Other,2008-10-13
702,Carla,Hill,222.606.0552,hill.carla@cub.edu,"PSC 4325, Box 9734, APO AE 31539",Other,2007-09-02
703,Lisa,Taylor,+1-841-467-4863,taylor.lisa@cub.edu,"058 Newton Rest Suite 788, Hortonchester, FL 02006",Other,2008-08-30
704,Joanne,Sharp,815.885.5488,sharp.joanne@cub.edu,"16483 Patrick Lakes, Kingchester, NH 73420",Female,2006-07-09
705,Daniel,Garcia,857-318-2231,garcia.daniel@cub.edu,"56498 Cherry Rapid, Baileyburgh, MS 63001",Other,2008-04-08
706,Andrea,Mason,297-481-2321,mason.andrea@cub.edu,"12420 Curtis Well Apt. 265, Christopherberg, TX 45799",Female,2007-05-11
707,Amy,Velasquez,770-765-9511,velasquez.amy@cub.edu,"15226 Amy View, Teresafurt, RI 53459",Female,2008-04-22
708,Anthony,Ward,+1-375-349-2107,ward.anthony@cub.edu,"Unit 0339 Box 8797, DPO AE 98409",Other,2007-05-09
709,Melissa,Navarro,(667)996-2171,navarro.melissa@cub.edu,"89676 Johnson Park, Lake Margarethaven, AS 15481",Male,2006-12-12
710,Alexis,Russell,481-442-3789,russell.alexis@cub.edu,"735 Smith Motorway Suite 763, Parkermouth, SD 43001",Female,2010-06-06
711,Amanda,Lane,738-536-3519,lane.amanda@cub.edu,"Unit 6153 Box 1611, DPO AE 00863",Female,2006-05-30
712,Shannon,Harper,+1-337-431-6587,harper.shannon@cub.edu,"926 Jennifer Glens, East Jason, KY 64563",Male,2010-03-23
713,Tara,Bowers,4735199658,bowers.tara@cub.edu,"7946 Scott Pine, Port Veronicaport, MN 93405",Other,2006-09-04
714,David,Guerrero,001-613-716-1858,guerrero.david@cub.edu,"40508 Donald Flat Suite 309, New Jamesshire, MP 42414",Female,2008-01-13
715,Jessica,Reynolds,(334)949-7593,reynolds.jessica@cub.edu,"53191 Holland Park, South Justinberg, HI 45769",Other,2007-06-23
716,Sylvia,Garcia,308.537.4440,garcia.sylvia@cub.edu,"95825 Gibson Via, East Susanland, GA 10901",Other,2007-01-31
717,Katherine,Ortiz,+1-233-655-2135,ortiz.katherine@cub.edu,"0954 Dylan Turnpike Suite 102, Julieton, NJ 07108",Female,2008-12-18
718,Amy,Gibson,556-882-0658,gibson.amy@cub.edu,"3833 Nicholas Knolls Apt. 787, North Samantha, SC 52486",Female,2009-10-27
719,James,Johnson,517-966-4532,johnson.james@cub.edu,"Unit 5867 Box 1636, DPO AE 37307",Female,2007-12-19
720,Tiffany,Henry,+1-685-265-2963,henry.tiffany@cub.edu,"45445 Tina Curve, Patrickport, WY 92206",Other,2006-08-18
721,Angela,Tyler,001-762-879-5983,tyler.angela@cub.edu,"3139 Hale Divide, Lake Rhondaberg, MN 56281",Male,2006-05-14
722,Brianna,Grant,(735)316-8115,grant.brianna@cub.edu,"66363 Megan Mountain Suite 824, West Seanport, AK 99251",Male,2006-01-29
723,Sydney,Owens,807.617.8911,owens.sydney@cub.edu,"75869 Richardson Burg Apt. 832, West Matthew, TN 79894",Male,2006-12-10
724,Cynthia,Fisher,001-882-495-8055,fisher.cynthia@cub.edu,"513 Whitney Ford, West Christinemouth, WY 50304",Other,2007-01-10
725,Kevin,Young,415-479-7803,young.kevin@cub.edu,"659 Ali Port Suite 878, Fritzfort, ID 75039",Other,2006-12-18
726,Ashley,Mcmahon,3253506249,mcmahon.ashley@cub.edu,"20843 Richard Green, Alyssaland, WY 70297",Other,2007-06-15
727,Tracey,Smith,3369859681,smith.tracey@cub.edu,"38831 Joseph Mall, Lake Krystalfort, MA 96958",Other,2009-06-04
728,Jennifer,Logan,(927)301-8508,logan.jennifer@cub.edu,"08094 Joshua River, Sandersview, WY 16618",Other,2008-09-18
729,Briana,Rodriguez,2016484834,rodriguez.briana@cub.edu,"334 Andrew Row Suite 267, Villanuevabury, MH 06302",Male,2010-05-20
730,Toni,Reid,912.600.1740,reid.toni@cub.edu,"423 Stone Lights Suite 026, Lisaside, TX 70697",Male,2007-12-31
731,Lindsay,Mayer,421.202.4831,mayer.lindsay@cub.edu,"114 Joan Falls, North Deborahfurt, PR 36592",Male,2009-07-29
732,Kimberly,Murray,2073850993,murray.kimberly@cub.edu,"USS Flowers, FPO AP 86860",Male,2009-05-13
733,James,Boyd,001-954-464-1762,boyd.james@cub.edu,"1287 Heather Green Suite 259, New Kristenside, PW 62860",Male,2010-09-19
734,William,Mason,382-359-0249,mason.william@cub.edu,"05609 Jones Via, Wendyport, DE 30040",Female,2010-08-05
735,Jeffrey,Shelton,+1-863-767-9694,shelton.jeffrey@cub.edu,"545 Robert Parkways Apt. 251, Port Molly, AZ 74034",Female,2010-10-29
736,Caleb,Rios,001-410-901-9841,rios.caleb@cub.edu,"5537 Alejandro Prairie, New Angelafurt, AK 78083",Female,2006-08-20
737,Christine,Hamilton,861-572-9970,hamilton.christine@cub.edu,"941 Richards Drive Suite 459, Spencerland, NE 39763",Other,2008-12-14
738,Dennis,Rivas,+1-427-220-0620,rivas.dennis@cub.edu,"84953 Wolf Throughway Apt. 939, South Wendystad, VA 16854",Other,2009-07-03
739,Patrick,Watson,(855)428-7555,watson.patrick@cub.edu,"75079 Joshua Causeway Apt. 191, West Joditown, OH 14820",Other,2009-07-01
740,Anthony,Franklin,(560)363-1778,franklin.anthony@cub.edu,"8794 Robert Crescent, Port Michael, NV 97566",Female,2008-10-10
741,Robert,Davenport,+1-464-913-6663,davenport.robert@cub.edu,"71774 Mills Shoal, Batesmouth, PW 12800",Other,2007-02-07
742,Jocelyn,Washington,001-441-708-8672,washington.jocelyn@cub.edu,"237 Carrie Spurs, Whitehaven, WY 78133",Male,2010-04-28
743,Victor,Arias,(627)966-5285,arias.victor@cub.edu,"9792 Paige Manors Apt. 224, Port Bradleystad, DE 82320",Other,2007-03-07
744,Eileen,Perkins,609-675-2431,perkins.eileen@cub.edu,"478 Melissa Stravenue Suite 041, Bassfurt, NJ 79106",Male,2008-09-01
745,Courtney,Sherman,001-682-210-7782,sherman.courtney@cub.edu,"50220 Dennis Cove Apt. 806, Janiceland, IL 92493",Female,2006-11-15
746,Donna,Davis,871-769-7691,davis.donna@cub.edu,"40702 Stephanie Roads, Christineshire, GA 89969",Female,2008-03-15
747,Vincent,Brock,434-753-3082,brock.vincent@cub.edu,"1561 Williamson Centers, New Kellymouth, SC 54211",Female,2008-08-21
748,Christine,Rogers,401-527-7964,rogers.christine@cub.edu,"642 Brown Stravenue Apt. 608, Edwardsstad, PW 62585",Male,2007-01-31
749,Edward,Rodriguez,389.417.5944,rodriguez.edward@cub.edu,"76692 Caitlin Camp, North Debbie, CT 97012",Female,2006-05-27
750,Darren,Parks,+1-813-458-9573,parks.darren@cub.edu,"6627 Hardy Tunnel, Sharonbury, CT 79668",Male,2010-01-21
751,Michael,Clark,(354)444-5115,clark.michael@cub.edu,"26924 Taylor Avenue, West Evantown, WV 31955",Other,2007-09-17
752,Heather,Weber,398-554-4306,weber.heather@cub.edu,"52293 Martinez Dale, Dawsontown, CO 32894",Male,2008-07-17
753,Kevin,Bailey,001-292-866-7831,bailey.kevin@cub.edu,"USNV May, FPO AA 75769",Female,2009-01-03
754,Dustin,Jones,(887)384-5318,jones.dustin@cub.edu,"9504 Allen Hill Suite 639, Ramirezview, NC 68393",Male,2008-11-14
755,Alexander,Rice,001-405-637-6247,rice.alexander@cub.edu,"5515 Shea Forks, New Dan, LA 64238",Male,2010-09-30
756,Sherry,Bailey,745.895.0306,bailey.sherry@cub.edu,"857 Jennifer Shore Apt. 670, West Alexton, MH 07215",Other,2009-03-30
757,Dawn,Peters,(824)280-5187,peters.dawn@cub.edu,"14879 Allen Meadow, Nancybury, MI 56906",Male,2006-01-20
758,Jasmine,Little,+1-277-855-1337,little.jasmine@cub.edu,"573 Thomas Valleys Suite 800, Johnsonchester, MP 29689",Male,2006-10-23
759,Shawn,Davis,659-570-4946,davis.shawn@cub.edu,"957 Smith Shores Apt. 878, Lake Brian, KS 88746",Other,2006-03-03
760,Gregory,Ryan,926-962-8478,ryan.gregory@cub.edu,"6630 Murphy Lodge Suite 428, Changmouth, ND 37996",Other,2008-04-12
761,Amanda,Gillespie,249-717-3646,gillespie.amanda@cub.edu,"4873 Adam Parkways, Brittanyville, NH 12750",Female,2008-09-08
762,Jeffrey,Williams,968-577-6009,williams.jeffrey@cub.edu,"88975 Barnes Dam Suite 936, Lisaville, MI 96372",Female,2009-10-22
763,Jorge,Dillon,(791)333-7198,dillon.jorge@cub.edu,"759 Maria Union Apt. 693, Leefort, VI 92120",Other,2008-09-01
764,Cynthia,Villanueva,+1-852-749-8449,villanueva.cynthia@cub.edu,"99290 Reid Forks, Brownbury, IN 52518",Female,2009-09-20
765,Taylor,Davis,(968)565-0273,davis.taylor@cub.edu,"763 Becky Motorway Suite 688, East Annafurt, CO 56870",Male,2008-02-12
766,Holly,Rosario,4948421759,rosario.holly@cub.edu,"73222 Hughes Port, Johnburgh, MT 62221",Female,2009-11-25
767,Daniel,Johnson,493-241-7087,johnson.daniel@cub.edu,"9559 Susan Gateway, West Jennifershire, ME 18020",Female,2010-04-16
768,Derek,Stone,001-216-669-7011,stone.derek@cub.edu,"691 Schultz Burgs, Davisburgh, TX 48118",Female,2008-03-26
769,Yvonne,Bowers,+1-776-467-1560,bowers.yvonne@cub.edu,"25491 Jennifer Dale, Lake Angelaton, NV 30548",Male,2009-05-11
770,George,Carroll,(442)320-9141,carroll.george@cub.edu,"9733 Veronica Ford Apt. 119, Yatesburgh, LA 51942",Female,2007-05-16
771,Danielle,Perez,001-655-939-2556,perez.danielle@cub.edu,"PSC 5782, Box 5235, APO AE 16229",Female,2005-12-26
772,Gregory,Peterson,209-530-9033,peterson.gregory@cub.edu,"61715 Rocha Dam Apt. 325, North Kathleen, KY 46121",Other,2006-07-24
773,Timothy,Russo,001-838-660-3783,russo.timothy@cub.edu,"29673 Soto Terrace Suite 761, New Michael, AZ 55013",Other,2005-11-21
774,Kristine,Hardy,001-907-223-4374,hardy.kristine@cub.edu,"5706 Dale Green, Christophershire, WV 44653",Male,2006-04-12
775,Dustin,Martin,+1-758-417-0759,martin.dustin@cub.edu,"274 Williams Prairie, Mercadochester, WI 83708",Male,2006-10-23
776,Scott,Rogers,(521)407-3133,rogers.scott@cub.edu,"3924 William Walk, Thomasmouth, PW 41802",Other,2010-06-04
777,Amy,King,7407245868,king.amy@cub.edu,"37056 Ramsey Shoal Suite 020, Port Robert, OH 68128",Female,2008-02-26
778,Alexis,Foley,693.817.0866,foley.alexis@cub.edu,"90615 Vanessa Mill Suite 257, Julieberg, SD 21397",Female,2009-11-13
779,Jeffrey,Peterson,001-904-843-6303,peterson.jeffrey@cub.edu,"803 Banks Skyway, New Chad, OR 28175",Male,2007-03-17
780,Kathryn,James,(259)405-4995,james.kathryn@cub.edu,"27662 Miller Via, South Grace, IL 58125",Male,2009-11-05
781,Melissa,Ellis,7633859971,ellis.melissa@cub.edu,"59698 Montgomery Mountains, Sarahhaven, OK 66152",Male,2010-09-25
782,Sharon,Escobar,(321)975-9641,escobar.sharon@cub.edu,"7272 Jeffrey Route, Hannahbury, ME 26158",Male,2009-06-29
783,Cory,Walsh,+1-571-669-9725,walsh.cory@cub.edu,"Unit 3106 Box 9250, DPO AP 75089",Male,2009-06-09
784,Denise,Carr,+1-548-288-5606,carr.denise@cub.edu,"845 Frederick Mount, Zacharyside, NH 84868",Male,2009-01-12
785,Haley,Mann,246.365.2582,mann.haley@cub.edu,"03426 Davis Falls, Steventon, GU 46871",Female,2009-08-06
786,Leslie,Campbell,719.375.6669,campbell.leslie@cub.edu,"449 Kayla Run Suite 860, North Michael, WV 42748",Other,2007-06-26
787,Cathy,Clark,(929)826-9896,clark.cathy@cub.edu,"46957 Jeanette Isle Apt. 154, Vasquezhaven, NY 70026",Female,2006-05-07
788,Mark,Weiss,820.204.1219,weiss.mark@cub.edu,"7901 Shaw Highway Suite 650, South Stevenmouth, NM 15163",Other,2008-09-29
789,Sheryl,Jones,822.755.5554,jones.sheryl@cub.edu,"534 Howell Forest, Lake Hunter, SC 06388",Other,2008-07-14
790,John,Brandt,(913)311-4730,brandt.john@cub.edu,"219 Thomas Flat, Clarkbury, AL 67338",Female,2008-06-06
791,Sabrina,Gardner,+1-378-536-1201,gardner.sabrina@cub.edu,"683 Ferrell Terrace Suite 416, New Gary, NC 93176",Female,2008-01-07
792,Autumn,Graham,9856633969,graham.autumn@cub.edu,"Unit 4844 Box 5304, DPO AE 28676",Male,2007-06-24
793,Bradley,Fox,627-966-8757,fox.bradley@cub.edu,"09802 Benitez Skyway Apt. 666, Hernandezshire, VI 51194",Male,2006-12-22
794,David,Fitzgerald,830.407.0309,fitzgerald.david@cub.edu,"7652 Bennett Fort Apt. 795, South Calebstad, KY 91150",Female,2006-02-22
795,Kathryn,Buckley,001-926-838-2224,buckley.kathryn@cub.edu,"92882 Hernandez Shoal, Port Michelle, CA 14793",Male,2006-05-04
796,Nicole,Rivera,001-923-504-9551,rivera.nicole@cub.edu,"9705 William Crossroad Suite 650, West Gregoryland, UT 85552",Female,2006-05-22
797,Jenny,Cole,642.959.0493,cole.jenny@cub.edu,"2416 Brian Cliffs, New Sarahland, MS 58588",Female,2008-04-02
798,Sharon,Collins,9114785234,collins.sharon@cub.edu,"4841 Cody Forge Apt. 198, Port Katieside, ME 97483",Other,2008-12-21
799,Angela,Meza,+1-374-517-4461,meza.angela@cub.edu,"190 Padilla Common Suite 632, Roberthaven, RI 65388",Male,2010-03-13
800,Paul,Gutierrez,860-926-3935,gutierrez.paul@cub.edu,"3719 Cameron Shoal, Popebury, WV 11085",Male,2009-09-17
801,Jamie,Washington,001-741-427-5762,washington.jamie@cub.edu,"585 Herring Estates Suite 456, Port David, CT 94391",Other,2010-04-22
802,Anthony,Patel,001-602-211-6940,patel.anthony@cub.edu,"011 Emily Tunnel Apt. 455, Annamouth, NM 75041",Other,2006-10-09
803,Lori,Yang,001-963-732-7654,yang.lori@cub.edu,"PSC 2274, Box 3625, APO AP 97975",Other,2006-01-11
804,Nicholas,White,(972)481-3002,white.nicholas@cub.edu,"009 Dylan Streets, East Kenneth, AL 92312",Female,2009-01-20
805,Scott,Brewer,842.746.5666,brewer.scott@cub.edu,"57717 Anderson Valley Apt. 720, Lisafurt, OK 55575",Male,2008-01-05
